sl_no,gender,age,address,Medu,Fedu,Mjob,Fjob,famsup,paid,activities,internet,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
166,F,20,U,3,2,services,services,yes,no,yes,no,63.3,Central,78.33,Central,Commerce,74.0,Comm&Mgmt,No,80.0,Mkt&Fin,71,Placed,449707.0
167,M,22,U,2,2,other,other,no,no,no,yes,62.0,State,62.0,Central,Commerce,60.0,Comm&Mgmt,Yes,63.0,Mkt&HR,85,Placed,343879.0
168,M,19,U,4,2,health,services,no,yes,no,yes,67.9,Private,62.0,Central,Science,67.0,Sci&Tech,Yes,58.1,Mkt&Fin,62,Not Placed,
169,F,19,U,2,2,other,other,yes,yes,no,yes,48.0,State,51.0,Central,Commerce,58.0,Comm&Mgmt,Yes,60.0,Mkt&HR,56,Not Placed,
170,M,23,U,4,4,health,health,yes,yes,no,yes,59.96,Central,42.16,Private,Science,61.26,Sci&Tech,No,54.48,Mkt&HR,84,Placed,298469.0
171,F,23,U,3,4,other,other,yes,no,yes,yes,63.4,State,67.2,Private,Commerce,60.0,Comm&Mgmt,No,58.06,Mkt&HR,70,Placed,255904.0
172,M,20,U,1,0,other,other,yes,yes,yes,yes,80.0,Private,80.0,State,Commerce,72.0,Comm&Mgmt,Yes,63.79,Mkt&Fin,86,Placed,413266.0
173,M,20,U,4,4,teacher,other,yes,yes,yes,yes,73.0,Private,58.0,Central,Commerce,56.0,Comm&Mgmt,No,84.0,Mkt&HR,80,Placed,353232.0
174,F,23,U,1,3,at_home,services,no,no,yes,yes,52.0,State,52.0,Central,Science,55.0,Sci&Tech,No,67.0,Mkt&HR,87,Not Placed,
175,M,22,U,3,3,other,other,yes,yes,yes,yes,73.24,Private,50.83,State,Science,64.27,Sci&Tech,Yes,64.0,Mkt&Fin,64,Not Placed,
176,M,20,U,4,3,teacher,other,no,yes,yes,yes,63.0,Private,62.0,Central,Science,65.0,Sci&Tech,No,87.5,Mkt&HR,67,Placed,383377.0
177,F,19,U,2,2,services,other,no,yes,yes,yes,59.0,Central,60.0,Private,Commerce,56.0,Comm&Mgmt,No,55.0,Mkt&HR,50,Not Placed,
178,F,19,U,3,3,other,other,no,no,yes,yes,73.0,Central,97.0,State,Commerce,79.0,Comm&Mgmt,Yes,89.0,Mkt&Fin,84,Placed,550000.0
179,M,19,R,4,2,teacher,services,yes,no,yes,yes,68.0,Central,56.0,State,Science,68.0,Sci&Tech,No,73.0,Mkt&HR,73,Placed,383896.0
180,F,19,U,4,3,other,other,yes,no,yes,yes,77.8,State,64.0,State,Science,64.2,Sci&Tech,No,75.5,Mkt&HR,50,Not Placed,
181,M,22,U,4,3,teacher,other,yes,yes,yes,yes,65.0,Central,71.5,Central,Commerce,62.8,Comm&Mgmt,Yes,57.0,Mkt&Fin,50,Not Placed,
182,M,23,U,3,3,services,other,no,yes,yes,yes,62.0,Private,60.33,State,Science,64.21,Sci&Tech,No,63.0,Mkt&HR,95,Not Placed,
183,M,22,U,2,4,services,services,yes,no,yes,no,52.0,Central,65.0,Private,Arts,57.0,Others,Yes,75.0,Mkt&Fin,63,Placed,320185.0
184,M,23,U,3,3,other,other,yes,no,yes,yes,65.0,Private,77.0,Central,Commerce,69.0,Comm&Mgmt,No,60.0,Mkt&HR,90,Placed,317417.0
185,F,19,U,3,2,other,other,yes,yes,no,yes,56.28,Central,62.83,Central,Commerce,59.79,Comm&Mgmt,No,60.0,Mkt&HR,73,Not Placed,
186,F,23,U,3,3,services,services,yes,no,yes,yes,88.0,Central,72.0,State,Science,78.0,Others,No,82.0,Mkt&HR,72,Placed,497025.0
187,F,22,U,1,2,services,services,yes,yes,yes,yes,52.0,Central,64.0,State,Commerce,61.0,Comm&Mgmt,No,55.0,Mkt&Fin,80,Placed,286097.0
188,M,18,U,2,1,other,other,no,yes,yes,yes,78.5,Central,65.5,Central,Science,67.0,Sci&Tech,Yes,95.0,Mkt&Fin,94,Placed,536702.0
189,M,20,U,3,3,health,other,yes,no,no,yes,61.8,Private,47.0,Private,Commerce,54.38,Comm&Mgmt,No,57.0,Mkt&Fin,50,Not Placed,
190,F,20,R,1,2,at_home,other,no,no,no,no,54.0,Central,77.6,Central,Commerce,69.2,Comm&Mgmt,No,95.65,Mkt&Fin,91,Placed,508275.0
191,F,18,U,2,3,services,services,no,no,no,yes,64.0,Private,70.2,State,Commerce,61.0,Comm&Mgmt,No,50.0,Mkt&Fin,94,Placed,303218.0
192,M,22,U,1,1,at_home,services,no,no,yes,yes,67.0,Private,61.0,Central,Science,72.0,Comm&Mgmt,No,72.0,Mkt&Fin,80,Not Placed,
193,M,20,U,1,2,at_home,services,no,yes,yes,yes,65.2,Central,61.4,State,Commerce,64.8,Comm&Mgmt,Yes,93.4,Mkt&Fin,70,Placed,456546.0
194,F,19,R,3,3,services,services,yes,no,yes,yes,60.0,State,63.0,Central,Arts,56.0,Others,Yes,80.0,Mkt&HR,90,Placed,415986.0
195,M,23,U,2,3,other,other,no,no,no,yes,52.0,Central,55.0,Central,Commerce,56.3,Comm&Mgmt,No,59.0,Mkt&Fin,76,Not Placed,
196,M,22,U,2,4,services,services,no,no,yes,yes,66.0,Central,76.0,Private,Commerce,72.0,Comm&Mgmt,Yes,84.0,Mkt&HR,88,Placed,484209.0
197,M,20,U,4,4,services,teacher,no,no,no,yes,72.0,Private,63.0,Private,Science,77.5,Sci&Tech,Yes,78.0,Mkt&Fin,85,Placed,505048.0
198,F,21,R,3,3,teacher,other,yes,yes,yes,yes,83.96,Central,53.0,Central,Science,91.0,Sci&Tech,No,59.32,Mkt&HR,76,Placed,422347.0
199,F,21,U,4,4,services,teacher,yes,no,no,yes,67.0,State,70.0,State,Commerce,65.0,Others,No,88.0,Mkt&HR,59,Placed,324680.0
200,M,19,U,4,4,teacher,teacher,yes,yes,no,yes,69.0,Private,65.0,State,Commerce,57.0,Comm&Mgmt,No,73.0,Mkt&HR,59,Not Placed,
201,M,20,U,4,3,health,other,yes,no,yes,yes,69.0,State,60.0,State,Commerce,65.0,Comm&Mgmt,No,87.55,Mkt&Fin,78,Placed,404976.0
202,M,18,U,2,3,other,other,yes,yes,yes,no,54.2,Central,63.0,Private,Science,58.0,Comm&Mgmt,No,79.0,Mkt&HR,65,Not Placed,
203,M,18,U,1,1,other,other,yes,yes,no,no,70.0,Private,63.0,Private,Science,66.0,Sci&Tech,No,61.28,Mkt&HR,76,Not Placed,
204,M,19,R,2,2,other,other,yes,no,no,yes,55.68,State,61.33,State,Commerce,56.87,Comm&Mgmt,No,66.0,Mkt&HR,95,Placed,339193.0
205,F,23,R,2,2,services,services,yes,yes,yes,yes,74.0,Central,73.0,Private,Commerce,73.0,Comm&Mgmt,Yes,80.0,Mkt&Fin,82,Placed,465431.0
206,M,20,U,3,4,at_home,services,yes,yes,no,yes,61.0,Central,62.0,Private,Commerce,65.0,Comm&Mgmt,No,62.0,Mkt&Fin,73,Not Placed,
207,M,23,U,3,1,services,other,yes,yes,no,yes,41.0,State,42.0,Private,Science,60.0,Comm&Mgmt,No,97.0,Mkt&Fin,88,Not Placed,
208,M,23,U,4,3,teacher,other,no,yes,yes,yes,83.33,Private,78.0,Central,Commerce,61.0,Comm&Mgmt,Yes,88.56,Mkt&Fin,72,Placed,435765.0
209,F,18,U,1,1,at_home,other,yes,yes,no,no,43.0,State,60.0,Private,Science,65.0,Comm&Mgmt,No,92.66,Mkt&HR,56,Placed,368117.0
210,M,19,R,4,3,teacher,other,yes,yes,yes,yes,62.0,Private,72.0,Private,Commerce,65.0,Comm&Mgmt,No,67.0,Mkt&Fin,51,Placed,283672.0
211,M,18,U,3,3,other,other,yes,yes,yes,yes,80.6,Private,82.0,State,Commerce,77.6,Comm&Mgmt,No,91.0,Mkt&Fin,72,Placed,475074.0
212,M,18,U,4,4,services,other,yes,yes,no,yes,58.0,Central,60.0,Private,Science,72.0,Sci&Tech,No,74.0,Mkt&Fin,62,Placed,377609.0
213,M,19,U,2,2,other,other,yes,yes,no,yes,67.0,Central,67.0,State,Commerce,73.0,Comm&Mgmt,Yes,59.0,Mkt&Fin,65,Not Placed,
214,F,18,U,2,2,services,other,yes,yes,yes,yes,74.0,State,66.0,Central,Commerce,58.0,Comm&Mgmt,No,70.0,Mkt&HR,84,Placed,316868.0
215,M,21,R,4,4,services,other,yes,yes,no,no,62.0,Central,58.0,State,Science,53.0,Comm&Mgmt,No,89.0,Mkt&HR,87,Placed,383718.0
216,F,21,U,3,2,other,other,no,yes,no,yes,95.0,Central,75.0,State,Arts,62.0,Comm&Mgmt,No,50.0,Mkt&HR,79,Placed,281356.0
217,M,23,U,4,3,other,other,no,yes,no,yes,77.0,Private,80.0,Private,Arts,94.0,Sci&Tech,Yes,95.0,Mkt&HR,83,Placed,550000.0
218,F,18,U,3,3,services,health,yes,yes,no,yes,80.0,State,88.0,Central,Arts,88.0,Comm&Mgmt,No,75.0,Mkt&HR,69,Placed,440738.0
219,F,18,U,2,3,at_home,other,yes,yes,no,no,81.0,Private,50.0,State,Science,90.0,Comm&Mgmt,No,82.0,Mkt&Fin,72,Placed,550000.0
220,F,19,U,2,2,at_home,at_home,yes,yes,yes,yes,62.0,Central,86.0,State,Arts,59.0,Comm&Mgmt,No,57.0,Mkt&HR,55,Not Placed,
221,M,23,R,2,1,at_home,services,yes,no,yes,yes,73.0,Private,52.0,Central,Commerce,50.0,Comm&Mgmt,Yes,63.0,Mkt&Fin,62,Not Placed,
222,F,21,U,1,1,at_home,other,yes,no,yes,no,76.0,Private,68.0,Private,Arts,53.0,Comm&Mgmt,Yes,77.0,Mkt&HR,54,Placed,251352.0
223,M,21,U,2,3,services,teacher,no,no,no,yes,76.0,Private,67.0,Private,Arts,69.0,Comm&Mgmt,Yes,91.0,Mkt&Fin,82,Placed,517677.0
224,M,18,U,2,2,other,other,yes,yes,no,yes,83.0,Central,65.0,Private,Arts,57.0,Sci&Tech,Yes,89.0,Mkt&HR,71,Not Placed,
225,F,18,U,4,4,teacher,services,yes,no,yes,yes,63.0,State,87.0,State,Science,77.0,Comm&Mgmt,No,89.0,Mkt&HR,54,Placed,411776.0
226,F,19,R,3,1,other,other,no,no,yes,yes,51.0,Private,50.0,Private,Arts,81.0,Sci&Tech,No,80.0,Mkt&Fin,67,Placed,436989.0
227,F,19,U,3,2,other,other,no,no,yes,yes,78.0,Central,88.0,Private,Science,55.0,Comm&Mgmt,No,54.0,Mkt&Fin,73,Not Placed,
228,F,22,U,2,3,services,services,yes,yes,no,yes,80.0,Private,64.0,Private,Arts,76.0,Sci&Tech,Yes,89.0,Mkt&Fin,94,Placed,550000.0
229,F,23,U,2,1,at_home,other,yes,yes,yes,yes,52.0,Private,73.0,State,Science,66.0,Sci&Tech,No,65.0,Mkt&Fin,66,Not Placed,
230,M,20,U,2,1,other,other,no,no,yes,yes,78.0,State,59.0,State,Science,87.0,Comm&Mgmt,No,62.0,Mkt&Fin,73,Placed,460150.0
231,M,20,U,4,3,health,other,no,no,yes,yes,59.0,Private,91.0,State,Arts,64.0,Sci&Tech,No,64.0,Mkt&Fin,52,Not Placed,
232,F,20,R,2,2,other,other,yes,yes,yes,yes,92.0,State,83.0,State,Science,62.0,Comm&Mgmt,Yes,55.0,Mkt&HR,91,Placed,389338.0
233,M,23,U,4,4,teacher,teacher,yes,no,yes,yes,83.0,Central,61.0,State,Arts,68.0,Sci&Tech,No,92.0,Mkt&HR,80,Placed,438534.0
234,F,18,U,4,4,health,other,yes,yes,yes,yes,61.0,State,85.0,Private,Commerce,84.0,Comm&Mgmt,No,67.0,Mkt&Fin,92,Placed,491942.0
235,M,23,U,1,1,other,other,yes,yes,no,yes,80.0,Central,74.0,State,Commerce,71.0,Sci&Tech,No,78.0,Mkt&HR,73,Placed,395618.0
236,M,23,U,3,2,at_home,other,no,no,yes,yes,90.0,Central,77.0,State,Science,72.0,Comm&Mgmt,Yes,72.0,Mkt&HR,58,Placed,361330.0
237,M,23,U,2,2,other,other,no,yes,yes,yes,84.0,Private,71.0,Central,Science,54.0,Sci&Tech,Yes,62.0,Mkt&HR,67,Not Placed,
238,F,18,U,2,1,other,other,no,no,no,yes,63.0,Central,72.0,Private,Arts,91.0,Comm&Mgmt,Yes,87.0,Mkt&HR,90,Placed,550000.0
239,M,20,R,2,1,at_home,services,no,no,yes,no,54.0,State,50.0,Private,Arts,81.0,Sci&Tech,No,79.0,Mkt&Fin,93,Placed,536000.0
240,M,21,U,2,2,other,services,no,no,no,yes,89.0,Private,90.0,Private,Commerce,66.0,Comm&Mgmt,No,95.0,Mkt&HR,71,Placed,431292.0
241,F,23,U,4,3,health,other,no,no,yes,yes,95.0,State,56.0,Central,Science,71.0,Sci&Tech,Yes,77.0,Mkt&Fin,81,Placed,430576.0
242,M,20,R,4,4,teacher,other,yes,yes,no,yes,75.0,Private,93.0,Private,Commerce,74.0,Comm&Mgmt,No,66.0,Mkt&HR,71,Placed,308804.0
243,M,21,U,4,3,teacher,other,no,no,yes,yes,75.0,Central,87.0,Private,Science,95.0,Comm&Mgmt,No,64.0,Mkt&Fin,68,Placed,432048.0
244,F,22,U,4,4,services,services,no,no,yes,yes,50.0,State,87.0,Private,Commerce,52.0,Comm&Mgmt,Yes,89.0,Mkt&Fin,75,Placed,386010.0
245,M,19,U,2,1,other,other,yes,yes,no,yes,63.0,Private,61.0,Private,Science,50.0,Sci&Tech,Yes,85.0,Mkt&Fin,87,Placed,447789.0
246,F,19,U,2,1,other,other,no,no,no,yes,54.0,State,66.0,State,Arts,61.0,Comm&Mgmt,No,62.0,Mkt&HR,64,Not Placed,
247,F,21,U,2,3,other,other,no,no,no,yes,85.0,Central,54.0,State,Commerce,91.0,Comm&Mgmt,No,95.0,Mkt&HR,84,Placed,550000.0
248,M,18,U,3,1,services,services,no,no,no,yes,91.0,State,67.0,State,Commerce,72.0,Comm&Mgmt,No,61.0,Mkt&Fin,87,Placed,372640.0
249,F,18,R,3,3,other,services,yes,no,no,yes,90.0,Central,51.0,Private,Science,90.0,Sci&Tech,No,59.0,Mkt&HR,54,Placed,354620.0
250,M,19,U,0,2,other,other,no,yes,no,yes,92.0,State,85.0,Central,Arts,77.0,Comm&Mgmt,Yes,60.0,Mkt&HR,74,Placed,346661.0
251,M,20,U,3,2,services,other,no,no,no,yes,55.0,Private,58.0,Central,Arts,78.0,Sci&Tech,No,69.0,Mkt&HR,95,Placed,416005.0
252,F,20,U,3,3,at_home,other,yes,no,no,yes,69.0,Private,55.0,Central,Arts,59.0,Sci&Tech,Yes,55.0,Mkt&Fin,77,Placed,296892.0
253,F,19,U,2,1,services,services,no,no,no,yes,67.0,Central,79.0,State,Commerce,77.0,Comm&Mgmt,No,79.0,Mkt&HR,51,Placed,408483.0
254,F,23,R,2,1,other,other,no,no,yes,no,54.0,Private,58.0,Central,Commerce,71.0,Comm&Mgmt,Yes,62.0,Mkt&Fin,73,Not Placed,
255,M,22,R,2,1,other,other,no,no,no,yes,71.0,Central,93.0,Central,Arts,88.0,Sci&Tech,No,65.0,Mkt&HR,90,Placed,497673.0
256,F,22,U,1,1,health,other,yes,no,yes,yes,66.0,Central,74.0,State,Arts,55.0,Sci&Tech,No,80.0,Mkt&Fin,88,Placed,352713.0
257,M,20,U,4,2,teacher,services,yes,yes,yes,yes,71.0,Central,61.0,Central,Science,74.0,Comm&Mgmt,No,80.0,Mkt&HR,89,Placed,453134.0
258,F,20,U,4,3,services,at_home,yes,no,no,yes,54.0,Private,90.0,State,Commerce,93.0,Sci&Tech,No,67.0,Mkt&HR,75,Placed,472986.0
259,F,18,U,2,1,other,other,no,no,yes,yes,51.0,Central,69.0,Central,Science,86.0,Comm&Mgmt,Yes,84.0,Mkt&HR,57,Placed,477210.0
260,M,18,U,2,2,services,services,no,yes,yes,yes,55.0,Central,82.0,Private,Arts,83.0,Comm&Mgmt,Yes,81.0,Mkt&HR,58,Placed,446800.0
261,M,22,U,4,3,services,other,yes,yes,no,yes,61.0,Central,66.0,State,Science,71.0,Comm&Mgmt,No,80.0,Mkt&Fin,73,Placed,433791.0
262,F,22,U,4,3,teacher,other,yes,yes,no,yes,74.0,State,55.0,Central,Arts,53.0,Sci&Tech,Yes,65.0,Mkt&HR,82,Not Placed,
263,F,20,R,3,2,other,other,no,no,yes,no,54.0,Central,60.0,State,Arts,86.0,Sci&Tech,No,65.0,Mkt&Fin,60,Not Placed,
264,M,18,U,3,3,other,other,no,no,yes,no,95.0,Central,75.0,Private,Arts,80.0,Sci&Tech,Yes,80.0,Mkt&Fin,62,Placed,467229.0
265,F,21,U,2,2,at_home,services,yes,yes,yes,yes,66.0,State,60.0,State,Arts,65.0,Sci&Tech,No,67.0,Mkt&HR,87,Not Placed,
266,F,18,R,3,4,other,other,yes,yes,yes,yes,84.0,State,56.0,Central,Commerce,72.0,Comm&Mgmt,Yes,70.0,Mkt&HR,63,Placed,324307.0
267,F,21,U,3,1,services,other,no,yes,yes,yes,77.0,Private,79.0,Central,Science,59.0,Sci&Tech,Yes,82.0,Mkt&HR,93,Placed,424623.0
268,F,22,R,4,4,teacher,other,no,yes,yes,yes,64.0,Central,64.0,State,Arts,89.0,Sci&Tech,No,88.0,Mkt&HR,65,Placed,469117.0
269,M,19,U,4,2,health,other,yes,yes,yes,yes,58.0,State,95.0,Private,Science,72.0,Sci&Tech,No,67.0,Mkt&HR,71,Placed,340664.0
270,M,20,R,2,1,other,other,yes,no,no,yes,63.0,Private,85.0,Private,Arts,79.0,Sci&Tech,Yes,61.0,Mkt&Fin,50,Not Placed,
271,F,20,U,3,3,other,services,yes,yes,yes,yes,52.0,State,57.0,State,Arts,68.0,Sci&Tech,No,84.0,Mkt&Fin,71,Not Placed,
272,M,20,U,2,3,other,services,yes,yes,yes,yes,71.0,Central,67.0,State,Commerce,90.0,Comm&Mgmt,Yes,73.0,Mkt&HR,80,Placed,497381.0
273,M,18,U,1,1,other,other,yes,yes,no,no,63.0,State,63.0,Central,Arts,51.0,Comm&Mgmt,No,89.0,Mkt&HR,90,Placed,407706.0
274,M,21,R,1,2,at_home,at_home,yes,yes,yes,no,61.0,Private,85.0,Central,Arts,62.0,Comm&Mgmt,Yes,52.0,Mkt&HR,71,Not Placed,
275,F,23,U,2,4,at_home,health,yes,yes,no,yes,88.0,Central,65.0,Private,Arts,86.0,Sci&Tech,No,66.0,Mkt&HR,62,Not Placed,
276,F,18,U,2,2,services,other,yes,yes,no,yes,95.0,State,78.0,State,Commerce,72.0,Comm&Mgmt,Yes,52.0,Mkt&HR,77,Placed,358012.0
277,F,21,R,3,2,other,services,no,no,no,yes,72.0,Private,76.0,State,Commerce,53.0,Comm&Mgmt,Yes,94.0,Mkt&Fin,84,Placed,457415.0
278,F,22,U,4,4,teacher,services,no,yes,yes,yes,82.0,Private,75.0,State,Science,63.0,Sci&Tech,No,58.0,Mkt&HR,78,Not Placed,
279,F,21,U,4,4,health,health,yes,no,yes,yes,84.0,Private,71.0,Private,Science,74.0,Sci&Tech,Yes,90.0,Mkt&HR,68,Placed,446205.0
280,F,23,U,4,3,teacher,services,no,yes,yes,yes,62.0,Central,90.0,Central,Arts,71.0,Sci&Tech,No,52.0,Mkt&HR,61,Not Placed,
281,M,21,U,4,1,services,other,no,yes,yes,yes,74.0,State,53.0,Central,Commerce,89.0,Comm&Mgmt,No,59.0,Mkt&Fin,94,Placed,458142.0
282,M,20,U,3,2,teacher,services,no,no,no,yes,65.0,Private,90.0,Central,Arts,71.0,Comm&Mgmt,Yes,95.0,Mkt&HR,62,Placed,431726.0
283,M,18,R,1,1,at_home,other,yes,yes,yes,no,89.0,State,91.0,Central,Arts,88.0,Comm&Mgmt,No,79.0,Mkt&HR,89,Placed,550000.0
284,F,21,U,1,1,other,other,no,no,yes,yes,84.0,State,66.0,Central,Science,85.0,Comm&Mgmt,No,73.0,Mkt&HR,92,Placed,489880.0
285,M,23,U,2,2,other,other,yes,no,no,yes,75.0,State,58.0,State,Science,77.0,Comm&Mgmt,Yes,63.0,Mkt&Fin,80,Placed,444302.0
286,F,20,U,1,1,other,other,no,yes,no,yes,68.0,State,55.0,Central,Commerce,75.0,Comm&Mgmt,Yes,76.0,Mkt&HR,61,Not Placed,
287,F,21,U,2,2,at_home,at_home,yes,yes,no,yes,77.0,State,58.0,State,Arts,66.0,Sci&Tech,Yes,61.0,Mkt&Fin,60,Not Placed,
288,F,22,U,1,1,services,teacher,yes,yes,no,yes,79.0,Central,67.0,Central,Science,85.0,Sci&Tech,Yes,76.0,Mkt&HR,93,Placed,536437.0
289,M,18,U,2,1,services,services,no,yes,yes,yes,80.0,Central,54.0,Private,Commerce,73.0,Sci&Tech,No,64.0,Mkt&HR,72,Not Placed,
290,M,18,U,4,4,teacher,teacher,yes,yes,yes,yes,79.0,Central,74.0,Private,Commerce,78.0,Comm&Mgmt,Yes,66.0,Mkt&Fin,74,Placed,419818.0
291,F,20,U,4,2,teacher,other,yes,yes,yes,yes,95.0,Private,66.0,Private,Arts,70.0,Sci&Tech,Yes,69.0,Mkt&Fin,85,Not Placed,
292,M,18,U,4,3,health,services,yes,yes,no,yes,55.0,Private,58.0,State,Science,60.0,Comm&Mgmt,Yes,95.0,Mkt&Fin,56,Placed,380542.0
293,F,22,U,2,1,services,at_home,no,no,no,yes,79.0,State,85.0,State,Arts,69.0,Sci&Tech,Yes,64.0,Mkt&Fin,64,Placed,326812.0
294,M,23,R,3,1,services,other,yes,yes,no,no,86.0,Private,67.0,Central,Science,69.0,Comm&Mgmt,No,64.0,Mkt&HR,52,Not Placed,
295,M,18,R,3,2,services,other,yes,yes,yes,yes,72.0,Private,82.0,Private,Commerce,92.0,Comm&Mgmt,No,65.0,Mkt&Fin,65,Placed,410780.0
296,F,20,U,3,3,health,other,yes,yes,no,yes,74.0,Central,78.0,Central,Science,84.0,Sci&Tech,No,68.0,Mkt&HR,78,Placed,435496.0
297,F,20,U,4,4,health,other,yes,yes,yes,yes,60.0,Central,56.0,Private,Arts,55.0,Comm&Mgmt,No,74.0,Mkt&Fin,65,Not Placed,
298,F,21,U,4,3,other,other,yes,yes,no,yes,65.0,Central,95.0,State,Arts,52.0,Comm&Mgmt,Yes,76.0,Mkt&HR,83,Not Placed,
299,M,22,U,4,3,other,other,yes,yes,no,yes,51.0,State,65.0,Central,Science,76.0,Sci&Tech,No,55.0,Mkt&HR,52,Not Placed,
300,M,19,U,4,4,teacher,teacher,yes,yes,no,yes,70.0,Private,76.0,State,Science,86.0,Comm&Mgmt,Yes,52.0,Mkt&Fin,62,Placed,413434.0
301,F,21,U,4,4,health,other,yes,no,no,yes,55.0,Private,79.0,Central,Science,50.0,Comm&Mgmt,No,80.0,Mkt&Fin,68,Not Placed,
302,M,23,U,4,4,other,teacher,no,yes,no,yes,66.0,Private,82.0,Private,Science,60.0,Sci&Tech,Yes,64.0,Mkt&HR,88,Placed,356233.0
303,F,21,U,4,2,other,other,yes,yes,no,yes,73.0,Central,59.0,State,Commerce,86.0,Comm&Mgmt,No,84.0,Mkt&HR,79,Placed,528757.0
304,F,23,U,3,2,health,health,yes,yes,yes,yes,59.0,Private,51.0,State,Commerce,78.0,Sci&Tech,Yes,73.0,Mkt&HR,56,Placed,365623.0
305,F,23,U,3,3,other,other,yes,no,yes,yes,71.0,State,77.0,Central,Science,86.0,Sci&Tech,No,72.0,Mkt&Fin,64,Placed,450701.0
306,F,20,U,2,4,services,at_home,yes,yes,yes,yes,88.0,State,68.0,State,Commerce,94.0,Comm&Mgmt,Yes,54.0,Mkt&Fin,67,Not Placed,
307,F,22,U,3,2,services,other,no,no,yes,no,90.0,Private,54.0,Central,Commerce,69.0,Sci&Tech,No,58.0,Mkt&HR,93,Placed,367471.0
308,F,18,U,4,4,teacher,services,yes,yes,no,yes,62.0,Private,81.0,Private,Science,54.0,Sci&Tech,Yes,65.0,Mkt&Fin,94,Placed,342490.0
309,F,19,R,3,3,other,services,no,no,yes,no,61.0,State,62.0,Central,Science,92.0,Comm&Mgmt,No,68.0,Mkt&HR,57,Placed,409611.0
310,F,22,U,1,1,at_home,other,yes,no,yes,yes,56.0,Central,68.0,State,Science,73.0,Sci&Tech,No,92.0,Mkt&Fin,61,Placed,373803.0
311,M,23,U,1,2,services,services,no,no,yes,no,87.0,State,63.0,Central,Science,68.0,Sci&Tech,Yes,64.0,Mkt&HR,68,Not Placed,
312,F,21,U,2,1,at_home,other,yes,no,no,yes,77.0,State,75.0,Private,Commerce,66.0,Sci&Tech,No,73.0,Mkt&Fin,74,Placed,325275.0
313,F,20,U,1,2,other,services,no,no,no,yes,86.0,Central,91.0,State,Arts,74.0,Comm&Mgmt,Yes,53.0,Mkt&HR,94,Placed,429210.0
314,M,20,U,3,2,services,other,yes,yes,no,yes,60.0,Private,59.0,State,Arts,69.0,Comm&Mgmt,No,93.0,Mkt&Fin,85,Placed,469676.0
315,F,18,U,1,1,at_home,health,no,no,no,yes,74.0,Private,85.0,Private,Commerce,73.0,Comm&Mgmt,Yes,60.0,Mkt&HR,65,Placed,311570.0
316,M,22,R,2,3,other,other,no,no,no,yes,83.0,Private,51.0,State,Science,66.0,Sci&Tech,No,79.0,Mkt&Fin,95,Placed,481046.0
317,F,20,U,2,1,services,other,yes,yes,yes,yes,80.0,Central,59.0,Central,Arts,58.0,Comm&Mgmt,Yes,64.0,Mkt&HR,53,Not Placed,
318,M,18,U,4,3,other,other,yes,yes,yes,yes,95.0,State,88.0,State,Science,87.0,Sci&Tech,Yes,78.0,Mkt&HR,91,Placed,550000.0
319,M,23,R,3,4,at_home,services,yes,yes,yes,yes,51.0,Private,77.0,Private,Science,72.0,Sci&Tech,Yes,63.0,Mkt&Fin,63,Placed,338449.0
320,F,23,U,4,4,teacher,other,yes,yes,no,yes,73.0,Private,84.0,Central,Science,92.0,Comm&Mgmt,No,74.0,Mkt&Fin,56,Placed,437603.0
321,M,18,U,4,3,services,services,yes,yes,no,yes,54.0,Central,53.0,Central,Arts,90.0,Sci&Tech,No,63.0,Mkt&Fin,53,Placed,421763.0
322,M,18,U,2,2,other,other,yes,no,no,no,61.0,Central,92.0,State,Arts,82.0,Comm&Mgmt,Yes,86.0,Mkt&HR,67,Placed,513334.0
323,F,22,R,2,2,services,services,yes,yes,yes,yes,75.0,State,70.0,Central,Science,50.0,Comm&Mgmt,No,77.0,Mkt&Fin,65,Not Placed,
324,F,21,U,3,1,services,services,yes,no,no,yes,71.0,Private,71.0,Private,Arts,79.0,Sci&Tech,No,95.0,Mkt&HR,54,Placed,439831.0
325,F,21,U,0,2,at_home,at_home,no,no,no,yes,95.0,Private,81.0,Central,Arts,83.0,Comm&Mgmt,No,88.0,Mkt&Fin,60,Placed,457749.0
326,F,18,U,4,4,other,other,no,no,yes,yes,82.0,Central,91.0,State,Arts,94.0,Sci&Tech,Yes,69.0,Mkt&Fin,84,Placed,519017.0
327,M,18,U,3,3,other,services,no,no,yes,yes,50.0,State,94.0,State,Science,77.0,Sci&Tech,Yes,55.0,Mkt&Fin,80,Placed,411729.0
328,M,23,R,2,2,services,other,yes,no,no,yes,53.0,Central,81.0,Private,Arts,87.0,Sci&Tech,Yes,62.0,Mkt&HR,88,Placed,483217.0
329,F,18,U,4,4,teacher,services,yes,yes,yes,yes,84.0,Central,66.0,State,Commerce,87.0,Comm&Mgmt,No,94.0,Mkt&HR,95,Placed,550000.0
330,F,19,U,4,4,teacher,teacher,yes,yes,no,yes,78.0,State,61.0,Central,Commerce,60.0,Sci&Tech,No,69.0,Mkt&HR,79,Placed,334240.0
331,M,21,U,2,2,other,other,yes,no,yes,yes,50.0,State,53.0,Central,Commerce,92.0,Sci&Tech,No,92.0,Mkt&Fin,86,Placed,550000.0
